bcarter-miller@milneds.org,Intermediate Care Facilities for the Developmentally Delayed,1000 Milne Circle,MR0011393,1000 Milne Circle,COVINGTON,LA,70435,ST. TAMMANY,1065 MILNE CIRCLE,COVINGTON,LA,70435,7/1/2015,6/30/2024, Bridgette  Carter-Miller,9853276550,9853276551,9,2203782379,7/1/2023,5/4/2023,1,milneds.org
bcarter-miller@milneds.org,Intermediate Care Facilities for the Developmentally Delayed,1004 Milne Circle,MR0011392,1004 Milne Circle,COVINGTON,LA,70435,ST. TAMMANY,1065 MILNE CIRCLE,COVINGTON,LA,70435,7/1/2015,6/30/2024, Bridgette  Carter-Miller,9853276550,9853276552,9,2203782381,7/1/2023,5/4/2023,1,milneds.org
bcarter-miller@milneds.org,Intermediate Care Facilities for the Developmentally Delayed,1008 Milne Circle,MR0011388,1008 Milne Circle,COVINGTON,LA,70435,ST. TAMMANY,1065 MILNE CIRCLE,COVINGTON,LA,70435,7/1/2015,6/30/2024, Bridgette  Carter-Miller,9853276550,9853276551,9,2203782406,7/1/2023,5/4/2023,1,milneds.org
bcarter-miller@milneds.org,Intermediate Care Facilities for the Developmentally Delayed,1012 Milne Circle,MR0011389,1012 Milne Circle,COVINGTON,LA,70435,ST. TAMMANY,1065 MILNE CIRCLE,COVINGTON,LA,70435,8/1/2015,7/31/2024, Bridgette  Carter-Miller,9853276550,9853276552,9,2203782402,8/1/2023,7/26/2023,1,milneds.org
bcarter-miller@milneds.org,Intermediate Care Facilities for the Developmentally Delayed,1016 Milne Circle,MR0011403,1016 Milne Circle,COVINGTON,LA,70435,ST. TAMMANY,1065 MILNE CIRCLE ,COVINGTON,LA,70435,8/4/2015,8/31/2024, Bridgette  Carter-Miller,9853276550,9853726552,9,2203782429,9/1/2023,6/28/2023,1,milneds.org
bcarter-miller@milneds.org,Intermediate Care Facilities for the Developmentally Delayed,1020 Milne Circle,MR0011404,1020 Milne Circle,COVINGTON,LA,70435,ST. TAMMANY,1065 MILNE CIRCLE,COVINGTON,LA,70435,8/6/2015,8/31/2024, Bridgette  Carter-Miller,9883276550,9853276552,9,2203782443,9/1/2023,6/28/2023,1,milneds.org
bcarter-miller@milneds.org,Intermediate Care Facilities for the Developmentally Delayed,1024 Milne Circle,MR0011412,1024 Milne Circle,COVINGTON,LA,70435,ST. TAMMANY,1065 MILNE CIRCLE,COVINGTON,LA,70435,1/17/2017,1/31/2025, Bridgette  Carter-Miller,9853276550,9853276552,9,2203783037,2/1/2024,11/22/2023,1,milneds.org
bcarter-miller@milneds.org,Intermediate Care Facilities for the Developmentally Delayed,1028 Milne Circle,MR0011413,1028 Milne Circle,COVINGTON,LA,70435,ST. TAMMANY,1065 MILNE,COVINGTON,LA,70435,8/12/2015,8/31/2024, Bridgette  Carter-Miller,9853276550,9853276552,9,2203782458,9/1/2023,6/28/2023,1,milneds.org
jrobinson@milnegh.com,Intermediate Care Facilities for the Developmentally Delayed,1032 Milne Circle,MR0011428,1032 Milne Circle,COVINGTON,LA,70435,ST. TAMMANY,1065 MILNE CIRCLE,COVINGTON,LA,70435,3/15/2017,2/29/2024, Jodie  Robinson,9853276550,9853276552,9,2203783259,3/1/2023,2/22/2023,1,milnegh.com
bcarter-miller@milneds.org,Intermediate Care Facilities for the Developmentally Delayed,1036 Milne Circle,MR0011415,1036 Milne Circle,COVINGTON,LA,70435,ST. TAMMANY,1065 MILNE CIRCLE,COVINGTON,LA,70435,8/14/2015,8/31/2024, Bridgette  Carter-Miller,9853276550,9853276552,9,2203782462,9/1/2023,6/28/2023,1,milneds.org
bcarter-miller@milneds.org,Intermediate Care Facilities for the Developmentally Delayed,1040 Milne Circle,MR0011423,1040 Milne Circle,COVINGTON,LA,70435,ST. TAMMANY,1065 MILNE CIRCLE,COVINGTON,LA,70435,9/9/2015,9/30/2024, Bridgette  Carter-Miller,9853276550,9853276552,9,2203782468,10/1/2023,9/29/2023,1,milneds.org
bcarter-miller@milneds.org,Intermediate Care Facilities for the Developmentally Delayed,1044 Milne Circle,MR0011424,1044 Milne Circle,COVINGTON,LA,70435,ST. TAMMANY,1065 MILNE CIRCLE,COVINGTON,LA,70435,9/11/2015,9/30/2024, Bridgette  Carter-Miller,9853276550,9853276552,9,2203782467,10/1/2023,7/27/2023,1,milneds.org
lauranickelson@yahoo.com,Intermediate Care Facilities for the Developmentally Delayed,4-B Group Home,MR0003225,434 Charles Brown Road ,TALLULAH,LA,71284,MADISON,P. O. BOX 607,DELHI,LA,71232,6/5/1992,5/31/2024, Laura  Nickelson,3188788164,3188788671,8,980,6/1/2023,5/1/2023,1,yahoo.com
ctemple@harmonycenter.org,Intermediate Care Facilities for the Developmentally Delayed,A. B. Horn Group Home,MR0012771,1306 Main Street,BATON ROUGE,LA,70802,EAST BATON ROUGE,2736 FLORIDA BOULEVARD,BATON ROUGE,LA,70802,8/16/2021,7/31/2024, Collis  Temple,2253360349,2253365409,2,2203785047,8/1/2023,7/17/2023,1,harmonycenter.org
southern_comfort_homes@yahoo.com,Intermediate Care Facilities for the Developmentally Delayed,Abbeville Group Home,MR0003275,1706 Michael Street ,ABBEVILLE,LA,70510,VERMILION,P.O. BOX 810 ,VILLE PLATTE,LA,70586,10/31/1999,10/31/2024,MR Gary  Ortego,3372359462,3372359546,4,775,11/1/2023,10/4/2023,1,yahoo.com
abundantlifehmsoflainc@hotmail.com,Intermediate Care Facilities for the Developmentally Delayed,Abundance Home,MR0003155,942 McLemore Drive,BATON ROUGE,LA,70816,EAST BATON ROUGE,942 MCLEMORE DRIVE,BATON ROUGE,LA,70816,8/7/1990,8/31/2024, Rebecca  Jeansonne,2222755303,2252741028,2,629,9/1/2023,8/7/2023,1,hotmail.com
tcrawford@rescare.com,Intermediate Care Facilities for the Developmentally Delayed,Acadiana Community Home,MR0002989,18542 Acadiana Street ,LORANGER,LA,70446,TANGIPAHOA,"800 NORTH CAUSEWAY BLVD, SUITE 1C",MANDEVILLE,LA,70448,2/12/1989,8/31/2024, TERRENCE  CRAWFORD,9858788900,9858788900,9,441,9/1/2023,9/7/2023,1,rescare.com
Kaleigh.Kennedy@stmarys-rts.org,Intermediate Care Facilities for the Developmentally Delayed,Acadiana House,MR0012564,1801 Huie-Dellmon Avenue,BOYCE,LA,71409,RAPIDES,P.O. DRAWER 7768,ALEXANDRIA,LA,71306,10/30/2019,9/30/2024, Christi  Guillot,3184456443,3184831850,6,2203784462,10/1/2023,10/11/2023,1,stmarys-rts.org
roukayatou.ousseyni@sevitahealth.com,Intermediate Care Facilities for the Developmentally Delayed,Acron Community Home,MR0002937,2722 Acron Street ,KENNER,LA,70062,JEFFERSON,2121 38TH STREET,KENNER,LA,70065,5/21/1986,8/31/2024, Roukayatou  Ousseyni,5045133159,5044055487,1,2203784079,9/1/2023,7/26/2023,1,sevitahealth.com
isabel.elliott@westsidehabcenter.com,Intermediate Care Facilities for the Developmentally Delayed,Adams Group Home,MR0006733,1214 Presidents Drive ,ALEXANDRIA,LA,71303,RAPIDES,P. O. BOX 7917,ALEXANDRIA,LA,71306,6/13/2006,6/30/2024, Isabel  Elliott,3184437799,3184437710,6,945,7/1/2023,6/8/2023,1,westsidehabcenter.com
kcollins72@icloud.com,Intermediate Care Facilities for the Developmentally Delayed,Adrian Drive Community Home,MR0003054,5907 Adrian Drive ,BALL,LA,71405,RAPIDES,P. O. BOX 710,BALL,LA,71405,5/22/1988,5/31/2024, Karen  Collins,3186402999,3186411976,6,522,6/1/2023,3/27/2023,1,icloud.com
tcrawford@rescare.com,Intermediate Care Facilities for the Developmentally Delayed,Allyson Street Home,MR0002944,10511 Allyson Street,BATON ROUGE,LA,70815,EAST BATON ROUGE,"800 N CAUSEWAY BLVD, SUITE 1C",MANDEVILLE,LA,70448,1/1/1987,6/30/2024, TERRENCE  CRAWFORD,9852374148,9857785194,2,2203784009,7/1/2023,6/1/2023,1,rescare.com
admin@options4u.org,Intermediate Care Facilities for the Developmentally Delayed,Alpha House,MR0003156,405 N General Pershing ,HAMMOND,LA,70401,TANGIPAHOA,19362 W SHELTON ROAD,HAMMOND,LA,70401,6/30/1990,6/30/2024, Carrie  Mercke,9853456269,9853450297,9,647,7/1/2023,5/4/2023,1,options4u.org
roukayatou.ousseyni@sevitahealth.com,Intermediate Care Facilities for the Developmentally Delayed,Alton Street Community Home,MR0003187,3705 Alton Street ,METAIRIE,LA,70001,JEFFERSON,2121 38TH STREET,KENNER,LA,70065,1/31/1991,12/31/2024, Roukayatou  Ousseyni,5045133159,5044055487,1,2203782255,1/1/2024,12/14/2023,1,sevitahealth.com
sarctg@suddenlinkmail.com,Intermediate Care Facilities for the Developmentally Delayed,Alyene Haley Community Home,MR0003246,1295 San Antonio Avenue ,MANY,LA,71449,SABINE,P. O. BOX 1150,MANY,LA,71449,10/26/1982,7/31/2024, TIM  GOODWIN,3182566815,3182560143,7,742,8/1/2023,5/25/2023,1,suddenlinkmail.com
